Unnamed: 0,gender,test_prep,sport,transport,wkstudy_hours,math_score,reading_score,writing_score
735,male,none,never,private,> 10,70,60,60
736,male,none,never,school_bus,< 5,72,71,74
737,female,completed,never,private,> 10,81,78,81
738,female,none,sometimes,private,5 - 10,70,84,76
739,female,none,never,private,,69,70,76
740,female,completed,sometimes,school_bus,5 - 10,42,58,64
741,female,none,sometimes,school_bus,5 - 10,43,53,54
742,male,none,sometimes,school_bus,5 - 10,51,48,48
743,female,none,sometimes,school_bus,< 5,56,66,64
744,female,none,,school_bus,5 - 10,93,100,95
745,male,none,sometimes,school_bus,> 10,70,60,56
746,female,completed,sometimes,school_bus,< 5,77,86,91
747,female,completed,sometimes,private,5 - 10,44,67,62
748,female,completed,regularly,private,5 - 10,73,82,85
749,male,completed,regularly,school_bus,< 5,85,79,81
750,male,,regularly,school_bus,< 5,82,80,77
751,female,completed,sometimes,school_bus,< 5,75,95,95
752,male,completed,regularly,school_bus,< 5,53,45,59
753,female,none,sometimes,school_bus,< 5,84,84,84
754,female,completed,never,school_bus,5 - 10,53,73,69
756,female,completed,sometimes,private,> 10,62,77,79
757,male,none,never,school_bus,< 5,63,62,58
758,female,none,sometimes,school_bus,> 10,65,66,68
759,female,completed,regularly,school_bus,,71,85,86
760,female,completed,sometimes,private,5 - 10,44,55,59
761,female,none,regularly,private,5 - 10,65,69,70
762,female,,regularly,school_bus,> 10,66,72,69
763,male,none,sometimes,private,< 5,56,51,49
764,female,completed,sometimes,private,> 10,62,57,67
765,male,none,sometimes,school_bus,5 - 10,58,59,61
766,female,none,sometimes,private,5 - 10,51,57,55
768,female,none,sometimes,school_bus,> 10,69,74,71
769,female,none,sometimes,school_bus,5 - 10,35,33,36
771,male,none,regularly,school_bus,5 - 10,71,65,64
772,female,completed,sometimes,school_bus,5 - 10,83,91,91
773,female,none,sometimes,private,5 - 10,71,83,77
774,female,none,sometimes,school_bus,5 - 10,69,76,78
776,male,none,regularly,private,> 10,46,46,43
778,female,none,,school_bus,< 5,61,63,63
779,female,,regularly,private,5 - 10,69,73,79
780,female,none,sometimes,private,5 - 10,62,74,69
781,male,completed,never,private,5 - 10,83,76,80
782,male,completed,regularly,private,5 - 10,72,65,66
783,male,none,sometimes,school_bus,> 10,76,73,68
784,female,none,,school_bus,< 5,71,80,77
785,female,none,sometimes,private,5 - 10,63,74,75
786,female,none,never,private,< 5,49,61,49
787,female,completed,sometimes,,,67,87,87
788,female,none,never,,< 5,33,46,48
789,male,completed,never,school_bus,5 - 10,52,56,51
790,male,completed,sometimes,school_bus,> 10,77,83,78
791,male,completed,sometimes,private,5 - 10,57,54,60
792,female,none,never,,> 10,61,64,66
793,female,none,sometimes,,5 - 10,56,68,65
794,female,none,sometimes,,5 - 10,66,74,75
795,female,none,regularly,school_bus,5 - 10,55,65,62
796,male,,never,private,,57,49,48
797,male,none,never,school_bus,5 - 10,64,60,57
798,female,completed,regularly,,< 5,51,65,65
799,male,completed,sometimes,private,> 10,85,71,74
800,female,completed,sometimes,private,< 5,90,91,93
801,male,completed,never,private,< 5,93,88,85
802,male,completed,sometimes,school_bus,5 - 10,92,83,89
803,male,none,never,private,< 5,79,63,64
804,female,,sometimes,private,5 - 10,82,100,96
805,female,none,sometimes,school_bus,< 5,75,83,75
806,male,completed,sometimes,school_bus,> 10,69,64,73
807,male,none,never,private,< 5,44,45,43
808,male,none,regularly,private,5 - 10,87,69,75
809,male,none,sometimes,school_bus,< 5,57,64,62
810,male,none,never,school_bus,5 - 10,71,72,75
811,female,completed,sometimes,,5 - 10,91,100,100
812,male,completed,sometimes,school_bus,< 5,83,73,69
813,male,completed,,private,5 - 10,82,83,78
814,female,none,regularly,private,< 5,59,70,65
815,female,none,sometimes,private,< 5,76,86,84
816,female,none,,private,5 - 10,64,67,67
817,male,none,regularly,private,> 10,59,53,50
818,female,none,sometimes,private,,55,60,65
819,female,completed,regularly,school_bus,> 10,46,60,53
820,female,completed,regularly,private,> 10,84,100,100
821,female,none,sometimes,private,< 5,72,82,82
822,female,none,sometimes,school_bus,< 5,54,69,64
824,female,completed,sometimes,private,5 - 10,82,87,90
825,male,none,sometimes,school_bus,5 - 10,62,51,46
826,female,completed,never,school_bus,< 5,53,69,68
827,male,none,sometimes,private,5 - 10,83,76,68
828,female,completed,sometimes,,5 - 10,85,88,90
829,female,none,sometimes,private,5 - 10,87,91,86
830,male,none,regularly,private,5 - 10,49,38,41
831,male,,regularly,private,< 5,100,100,100
832,male,none,sometimes,school_bus,< 5,62,54,58
833,male,completed,regularly,private,< 5,78,81,80
834,male,completed,regularly,school_bus,5 - 10,57,56,53
835,female,none,sometimes,school_bus,< 5,44,60,56
836,male,none,regularly,school_bus,> 10,55,48,58
837,female,none,regularly,school_bus,< 5,67,67,68
838,female,none,sometimes,private,> 10,69,60,64
839,female,none,sometimes,private,5 - 10,62,56,58
840,male,none,sometimes,private,< 5,70,61,58
841,female,none,sometimes,school_bus,,47,51,58
842,male,none,sometimes,,5 - 10,54,63,56
843,male,completed,regularly,private,5 - 10,97,96,96
844,male,none,regularly,private,< 5,63,53,61
845,male,none,regularly,school_bus,< 5,50,49,47
846,female,completed,sometimes,private,5 - 10,64,76,76
847,female,none,regularly,school_bus,5 - 10,54,69,61
848,male,none,sometimes,school_bus,< 5,64,64,59
849,female,completed,regularly,school_bus,< 5,55,56,67
850,male,none,sometimes,private,< 5,62,58,57
851,male,none,sometimes,school_bus,5 - 10,64,62,53
852,female,completed,sometimes,school_bus,5 - 10,75,91,93
853,female,none,sometimes,school_bus,< 5,88,88,86
854,female,completed,sometimes,school_bus,< 5,54,59,63
856,male,none,never,school_bus,,34,28,28
857,male,none,regularly,school_bus,5 - 10,59,56,58
858,female,none,regularly,school_bus,< 5,60,87,81
859,female,completed,,school_bus,< 5,66,84,81
860,female,none,sometimes,school_bus,> 10,74,75,82
861,male,none,sometimes,school_bus,< 5,81,74,71
862,female,none,never,private,> 10,80,89,91
863,male,none,sometimes,school_bus,< 5,23,24,16
865,female,completed,sometimes,private,5 - 10,66,78,80
866,female,none,regularly,school_bus,< 5,61,66,71
867,male,completed,sometimes,school_bus,< 5,61,56,55
868,male,none,sometimes,school_bus,5 - 10,91,76,75
869,male,none,sometimes,,5 - 10,82,74,79
870,female,none,sometimes,private,5 - 10,44,56,54
871,female,none,regularly,private,< 5,42,47,58
872,female,none,regularly,school_bus,> 10,80,84,85
873,female,,sometimes,school_bus,> 10,62,63,64
874,female,completed,sometimes,school_bus,5 - 10,39,49,56
875,female,none,sometimes,school_bus,5 - 10,74,85,91
876,female,,regularly,private,5 - 10,70,77,70
877,male,none,regularly,school_bus,< 5,84,88,86
878,female,none,never,school_bus,5 - 10,58,67,66
879,male,none,never,school_bus,5 - 10,82,79,73
880,female,none,sometimes,private,,67,79,79
881,male,none,regularly,private,5 - 10,90,71,75
882,female,completed,never,private,< 5,72,88,86
883,female,none,regularly,school_bus,5 - 10,72,91,85
884,male,none,regularly,,,51,47,36
885,male,none,regularly,,5 - 10,89,79,66
886,male,none,never,private,< 5,48,55,47
887,female,none,regularly,school_bus,< 5,61,68,71
888,male,completed,sometimes,private,< 5,83,78,78
890,male,completed,regularly,,< 5,52,57,55
891,female,completed,regularly,private,5 - 10,66,63,70
892,female,completed,sometimes,private,5 - 10,78,82,85
893,female,none,sometimes,private,5 - 10,92,91,94
894,female,completed,sometimes,private,5 - 10,45,56,57
895,male,completed,never,private,5 - 10,60,65,62
896,female,none,regularly,school_bus,5 - 10,58,72,68
897,female,none,never,private,> 10,79,91,86
898,male,completed,sometimes,,< 5,64,71,70
899,female,none,sometimes,,> 10,62,73,72
900,male,none,regularly,school_bus,5 - 10,54,61,52
901,female,none,sometimes,school_bus,< 5,67,71,69
903,female,completed,regularly,school_bus,5 - 10,99,100,100
905,male,none,regularly,private,< 5,61,52,50
906,female,completed,sometimes,school_bus,5 - 10,80,97,100
907,male,none,sometimes,private,> 10,62,64,61
908,male,none,sometimes,private,5 - 10,72,76,72
910,male,none,sometimes,private,> 10,74,62,59
911,male,completed,regularly,private,< 5,67,74,75
912,male,none,sometimes,school_bus,5 - 10,53,35,38
913,female,completed,sometimes,school_bus,> 10,48,50,53
914,male,,regularly,school_bus,> 10,58,60,57
915,female,completed,sometimes,private,5 - 10,59,64,63
916,male,completed,sometimes,private,5 - 10,62,59,60
917,male,none,,school_bus,5 - 10,64,70,66
918,male,,sometimes,private,5 - 10,65,75,71
919,male,none,regularly,school_bus,,89,78,85
920,female,none,sometimes,private,5 - 10,50,59,60
921,female,none,sometimes,,< 5,63,77,72
922,female,completed,regularly,school_bus,5 - 10,78,85,85
923,female,completed,sometimes,private,> 10,19,36,32
924,male,none,sometimes,school_bus,5 - 10,49,56,48
925,male,completed,sometimes,private,5 - 10,74,87,78
926,female,none,regularly,,> 10,68,60,66
927,male,none,regularly,private,5 - 10,92,82,88
928,male,completed,sometimes,school_bus,> 10,74,69,67
929,male,none,sometimes,school_bus,5 - 10,60,60,56
930,male,completed,regularly,private,< 5,73,70,70
931,male,none,regularly,school_bus,5 - 10,66,64,62
932,male,none,sometimes,private,5 - 10,71,81,76
933,female,none,sometimes,school_bus,< 5,91,98,94
934,male,none,never,school_bus,5 - 10,27,28,19
935,male,completed,regularly,private,5 - 10,95,84,92
936,male,none,regularly,school_bus,< 5,59,54,51
937,male,none,regularly,private,5 - 10,73,48,47
938,male,none,sometimes,school_bus,5 - 10,71,70,66
939,male,completed,sometimes,private,> 10,82,81,77
940,male,none,sometimes,private,5 - 10,62,52,52
941,female,completed,sometimes,school_bus,< 5,64,73,80
942,female,,sometimes,school_bus,5 - 10,85,100,99
943,male,,regularly,school_bus,5 - 10,69,65,70
944,male,completed,never,,5 - 10,79,73,78
945,female,none,sometimes,private,> 10,71,80,82
946,female,,regularly,school_bus,5 - 10,97,100,100
947,female,none,,school_bus,> 10,58,73,72
948,male,none,regularly,school_bus,< 5,56,55,51
949,male,none,never,private,5 - 10,49,50,42
950,female,none,sometimes,private,< 5,76,83,88
951,male,completed,regularly,school_bus,5 - 10,78,74,80
952,female,none,regularly,school_bus,< 5,83,78,81
953,female,completed,sometimes,school_bus,5 - 10,65,77,73
954,male,none,sometimes,school_bus,5 - 10,25,25,23
955,female,none,sometimes,private,> 10,48,73,72
957,male,none,sometimes,private,5 - 10,45,51,46
958,male,none,sometimes,private,> 10,60,53,59
959,female,completed,regularly,school_bus,5 - 10,81,90,85
960,female,none,sometimes,school_bus,5 - 10,46,65,62
961,female,completed,sometimes,school_bus,> 10,70,78,82
962,male,none,regularly,school_bus,5 - 10,93,83,88
963,female,,regularly,school_bus,< 5,81,89,86
964,male,completed,sometimes,private,> 10,67,71,70
965,female,none,sometimes,school_bus,< 5,64,77,73
966,female,none,sometimes,school_bus,> 10,63,76,69
967,male,none,sometimes,school_bus,,51,48,42
969,female,completed,regularly,private,> 10,56,71,71
971,male,completed,sometimes,private,5 - 10,70,70,69
972,male,none,sometimes,school_bus,> 10,74,65,61
973,male,none,sometimes,school_bus,< 5,63,74,67
974,male,,sometimes,school_bus,5 - 10,83,79,73
975,male,completed,regularly,school_bus,< 5,99,95,100
976,female,none,sometimes,private,5 - 10,62,79,73
977,male,none,sometimes,school_bus,5 - 10,38,41,36
978,male,completed,sometimes,school_bus,5 - 10,63,56,61
979,female,none,sometimes,school_bus,> 10,62,79,75
980,female,none,,school_bus,5 - 10,75,90,87
981,male,none,sometimes,school_bus,< 5,59,59,54
982,female,none,sometimes,school_bus,< 5,63,81,75
983,female,none,regularly,school_bus,< 5,63,67,60
985,male,none,sometimes,school_bus,5 - 10,78,69,63
986,male,none,sometimes,school_bus,< 5,39,32,26
987,female,completed,never,private,,73,92,89
988,male,none,sometimes,school_bus,< 5,68,71,66
989,male,completed,sometimes,,5 - 10,56,61,59
990,male,completed,regularly,school_bus,< 5,56,68,65
991,female,none,sometimes,private,5 - 10,78,86,83
992,male,completed,,school_bus,< 5,97,83,89
993,male,none,sometimes,private,5 - 10,78,70,70
994,female,none,regularly,private,> 10,72,79,76
995,male,completed,regularly,school_bus,5 - 10,63,46,49
996,male,none,never,private,> 10,71,63,60
997,male,none,regularly,school_bus,,71,63,64
998,female,none,sometimes,school_bus,5 - 10,64,78,74
999,female,none,regularly,private,5 - 10,74,75,73
0,female,completed,regularly,private,> 10,86,96,99
1,male,completed,regularly,school_bus,5 - 10,72,73,68
2,female,completed,regularly,private,5 - 10,58,70,70
3,male,none,regularly,private,5 - 10,81,84,74
4,female,none,regularly,private,< 5,86,83,85
5,male,completed,sometimes,,5 - 10,58,64,57
6,female,none,sometimes,private,< 5,41,63,62
7,female,none,sometimes,private,> 10,59,75,62
8,female,none,sometimes,school_bus,5 - 10,82,88,93
9,male,none,regularly,,5 - 10,65,59,61
10,female,completed,regularly,private,5 - 10,75,88,94
11,female,none,sometimes,school_bus,5 - 10,33,49,46
12,male,none,never,private,,56,61,54
13,male,completed,never,school_bus,5 - 10,66,64,63
14,male,none,regularly,private,< 5,79,68,67
15,male,completed,regularly,school_bus,5 - 10,64,65,72
16,female,completed,regularly,school_bus,> 10,78,82,84
17,male,none,regularly,school_bus,5 - 10,84,80,77
18,male,none,sometimes,,5 - 10,71,51,52
19,female,none,sometimes,,5 - 10,70,69,61
20,female,completed,sometimes,private,> 10,78,82,87
21,male,none,,school_bus,< 5,53,49,49
22,female,none,sometimes,private,> 10,93,91,98
23,female,none,regularly,school_bus,> 10,53,54,52
24,female,completed,sometimes,private,< 5,64,76,72
25,female,none,regularly,private,5 - 10,48,52,53
26,female,none,sometimes,private,> 10,59,73,70
27,male,none,sometimes,school_bus,5 - 10,64,70,67
29,female,completed,regularly,private,5 - 10,95,89,98
30,female,none,sometimes,private,< 5,65,81,80
31,female,completed,sometimes,school_bus,< 5,70,82,78
32,female,none,sometimes,school_bus,> 10,73,78,81
33,male,none,sometimes,private,5 - 10,67,58,56
34,male,none,regularly,private,5 - 10,55,44,36
35,female,none,sometimes,school_bus,5 - 10,61,83,82
36,male,none,regularly,,5 - 10,71,64,58
37,male,none,regularly,school_bus,5 - 10,62,66,66
38,female,completed,sometimes,school_bus,< 5,39,52,60
39,male,none,never,school_bus,> 10,99,90,89
40,female,completed,regularly,,5 - 10,84,91,94
41,female,none,regularly,private,5 - 10,67,84,75
42,male,none,sometimes,school_bus,< 5,64,45,48
43,female,none,regularly,private,5 - 10,59,61,61
45,female,completed,sometimes,private,5 - 10,57,64,64
46,female,completed,sometimes,private,> 10,71,84,83
47,male,none,regularly,school_bus,> 10,66,67,54
48,male,,regularly,private,5 - 10,86,70,76
49,female,none,sometimes,school_bus,> 10,58,66,60
50,male,none,sometimes,private,5 - 10,55,53,52
51,female,completed,regularly,school_bus,< 5,80,85,96
52,male,completed,sometimes,school_bus,5 - 10,81,72,73
53,female,none,sometimes,school_bus,5 - 10,72,70,69
54,female,none,sometimes,,> 10,90,100,100
55,female,none,regularly,school_bus,5 - 10,47,58,56
56,male,completed,regularly,private,5 - 10,79,85,85
57,female,none,,private,> 10,65,76,83
58,male,none,never,school_bus,< 5,64,76,70
59,female,none,sometimes,,5 - 10,54,70,67
60,male,completed,regularly,school_bus,> 10,26,19,19
61,female,completed,sometimes,private,5 - 10,63,66,66
62,female,none,sometimes,school_bus,5 - 10,70,78,85
63,female,completed,sometimes,school_bus,5 - 10,60,70,73
64,male,none,sometimes,private,5 - 10,90,86,78
65,female,completed,never,school_bus,< 5,60,78,72
66,female,none,sometimes,school_bus,5 - 10,73,73,73
68,female,none,regularly,school_bus,5 - 10,74,79,77
69,male,completed,sometimes,private,5 - 10,97,94,91
71,male,completed,regularly,school_bus,5 - 10,84,79,82
72,male,none,sometimes,school_bus,5 - 10,77,78,76
73,male,completed,regularly,school_bus,< 5,66,58,60
74,female,completed,sometimes,private,5 - 10,58,71,70
75,female,completed,sometimes,school_bus,< 5,62,68,76
76,male,none,regularly,school_bus,> 10,83,85,82
77,male,,sometimes,school_bus,> 10,83,85,79
78,female,none,regularly,private,< 5,73,91,84
79,female,none,regularly,private,5 - 10,65,76,74
80,male,completed,regularly,,< 5,76,81,82
81,male,none,sometimes,school_bus,5 - 10,88,88,89
82,male,none,never,,< 5,68,47,48
83,female,completed,never,school_bus,< 5,63,64,71
84,female,none,never,school_bus,5 - 10,67,73,70
85,male,none,sometimes,private,5 - 10,55,59,52
86,female,completed,sometimes,private,< 5,77,88,92
87,female,none,sometimes,private,> 10,40,49,48
88,female,none,sometimes,school_bus,> 10,78,75,75
89,female,completed,sometimes,school_bus,5 - 10,92,89,88
90,male,none,regularly,school_bus,< 5,84,71,74
91,male,none,sometimes,school_bus,5 - 10,60,56,47
92,female,completed,sometimes,,5 - 10,66,84,83
93,male,,sometimes,school_bus,< 5,70,68,65
94,female,none,never,school_bus,5 - 10,72,73,77
95,male,none,regularly,private,< 5,99,95,91
96,female,completed,sometimes,private,> 10,63,71,70
97,male,none,sometimes,private,> 10,52,50,46
98,female,none,never,school_bus,5 - 10,34,50,42
99,male,,sometimes,school_bus,5 - 10,82,67,77
100,male,completed,sometimes,private,< 5,84,79,74
101,female,none,never,,5 - 10,32,44,35
102,female,none,sometimes,private,> 10,72,85,81
103,female,completed,regularly,school_bus,5 - 10,80,93,91
104,female,none,sometimes,school_bus,5 - 10,64,75,71
106,male,completed,never,school_bus,< 5,93,98,95
107,female,none,sometimes,school_bus,5 - 10,74,77,75
109,female,none,sometimes,school_bus,< 5,67,75,72
110,male,completed,never,private,5 - 10,61,59,53
111,male,none,regularly,school_bus,> 10,68,56,50
112,female,none,sometimes,private,,100,98,100
113,female,completed,regularly,private,> 10,84,89,97
114,male,none,regularly,school_bus,< 5,80,80,79
115,female,none,regularly,school_bus,5 - 10,74,84,84
116,female,none,sometimes,school_bus,5 - 10,65,75,76
117,female,none,never,,< 5,26,47,42
118,male,,,school_bus,> 10,47,40,36
119,male,,sometimes,school_bus,> 10,66,59,58
120,male,none,regularly,private,5 - 10,77,75,67
121,male,none,regularly,school_bus,< 5,61,52,53
122,male,completed,regularly,private,5 - 10,66,64,62
123,male,completed,regularly,private,< 5,49,51,58
124,male,none,regularly,private,< 5,34,41,41
125,female,completed,sometimes,private,5 - 10,75,96,99
126,female,completed,sometimes,school_bus,< 5,59,81,77
127,female,none,never,school_bus,5 - 10,70,79,74
128,male,completed,regularly,,< 5,73,61,66
129,female,none,sometimes,school_bus,5 - 10,49,59,67
131,male,completed,regularly,school_bus,> 10,100,96,100
132,female,completed,never,private,5 - 10,62,83,79
133,female,,sometimes,school_bus,5 - 10,82,85,79
134,male,completed,sometimes,private,5 - 10,73,80,76
135,male,none,sometimes,private,> 10,46,56,45
136,female,completed,sometimes,school_bus,> 10,53,57,67
137,female,none,sometimes,school_bus,5 - 10,49,55,54
139,female,,sometimes,,5 - 10,53,66,64
140,female,none,sometimes,private,,84,93,98
141,male,none,regularly,private,5 - 10,54,52,52
142,female,completed,sometimes,school_bus,< 5,57,75,72
143,female,completed,never,school_bus,5 - 10,59,78,83
144,female,none,sometimes,school_bus,< 5,60,61,64
145,male,completed,regularly,school_bus,> 10,79,69,66
146,female,completed,sometimes,private,5 - 10,67,85,88
147,male,none,sometimes,school_bus,5 - 10,65,49,54
148,female,none,never,private,< 5,43,43,42
149,female,completed,regularly,,< 5,56,59,58
150,female,none,regularly,,< 5,67,72,80
151,female,none,regularly,school_bus,< 5,58,59,63
152,female,none,sometimes,school_bus,5 - 10,85,92,90
153,female,completed,sometimes,school_bus,5 - 10,78,89,85
154,female,none,regularly,private,5 - 10,72,80,80
155,male,none,regularly,private,5 - 10,90,76,78
156,female,none,sometimes,school_bus,5 - 10,60,74,67
157,male,none,sometimes,school_bus,5 - 10,72,56,58
158,male,none,regularly,school_bus,5 - 10,57,50,50
159,male,none,never,school_bus,> 10,96,93,90
160,female,none,sometimes,private,< 5,48,68,59
161,male,,never,private,5 - 10,90,73,72
162,female,none,regularly,private,> 10,40,57,54
163,male,completed,sometimes,private,5 - 10,75,73,72
164,female,none,sometimes,school_bus,5 - 10,61,60,60
165,female,none,sometimes,school_bus,5 - 10,79,91,94
166,female,none,sometimes,private,5 - 10,69,84,87
167,male,none,sometimes,private,< 5,70,59,63
168,male,,regularly,,< 5,92,76,80
169,female,completed,never,,< 5,91,97,95
170,female,completed,sometimes,school_bus,5 - 10,84,95,100
171,female,completed,never,private,5 - 10,66,78,83
172,female,none,never,private,< 5,56,65,65
173,male,none,regularly,private,5 - 10,58,62,57
174,male,completed,sometimes,school_bus,< 5,66,50,52
175,male,completed,sometimes,private,> 10,86,85,92
176,male,none,never,private,> 10,81,81,81
177,male,completed,sometimes,school_bus,> 10,67,65,69
178,female,none,never,school_bus,> 10,56,72,67
179,female,none,sometimes,private,< 5,56,52,57
180,male,none,regularly,school_bus,> 10,67,62,62
181,female,none,sometimes,private,< 5,46,56,54
182,male,none,sometimes,school_bus,5 - 10,85,86,81
183,male,none,regularly,school_bus,> 10,65,65,62
184,male,none,never,school_bus,5 - 10,71,81,73
185,male,completed,sometimes,private,< 5,86,77,85
186,female,none,regularly,private,< 5,82,90,84
188,male,,regularly,school_bus,5 - 10,67,60,63
189,male,completed,sometimes,school_bus,< 5,81,79,80
190,male,none,regularly,school_bus,< 5,56,42,32
191,female,completed,never,private,< 5,73,84,87
192,female,none,sometimes,school_bus,5 - 10,76,84,85
193,female,none,sometimes,private,< 5,68,84,81
194,female,none,regularly,,> 10,73,73,71
195,female,completed,sometimes,school_bus,5 - 10,81,70,76
196,female,none,regularly,school_bus,5 - 10,58,60,63
197,female,none,regularly,school_bus,5 - 10,71,74,77
198,male,none,sometimes,,5 - 10,92,88,86
199,male,none,sometimes,school_bus,> 10,69,58,59
200,male,completed,sometimes,private,5 - 10,48,47,47
201,female,none,regularly,school_bus,5 - 10,84,87,85
202,male,completed,sometimes,private,5 - 10,59,66,67
203,male,none,sometimes,school_bus,> 10,67,56,56
204,male,,sometimes,school_bus,5 - 10,82,88,91
205,female,none,regularly,school_bus,5 - 10,80,81,77
206,male,none,sometimes,,5 - 10,63,67,62
207,male,none,regularly,school_bus,5 - 10,91,73,78
209,male,none,sometimes,private,< 5,46,43,42
210,female,none,regularly,private,> 10,78,75,80
211,female,none,never,private,< 5,53,64,62
212,male,none,regularly,school_bus,5 - 10,62,51,50
213,male,none,sometimes,school_bus,5 - 10,70,62,65
214,female,,sometimes,school_bus,5 - 10,47,52,56
215,female,none,sometimes,private,> 10,86,89,94
216,male,completed,sometimes,,< 5,73,67,66
217,female,none,sometimes,school_bus,5 - 10,54,65,64
218,female,,regularly,school_bus,5 - 10,50,61,68
219,male,none,sometimes,school_bus,5 - 10,63,57,55
220,female,completed,sometimes,,> 10,52,77,70
222,female,none,sometimes,school_bus,5 - 10,73,82,82
223,female,none,regularly,school_bus,5 - 10,41,47,48
224,male,none,sometimes,,5 - 10,66,58,55
225,male,none,regularly,,5 - 10,76,79,72
226,male,completed,regularly,private,> 10,100,100,100
227,male,none,sometimes,school_bus,> 10,52,40,40
228,male,completed,sometimes,private,< 5,64,66,65
229,female,none,regularly,private,< 5,65,81,80
231,male,none,regularly,private,> 10,61,50,56
233,female,completed,regularly,,5 - 10,49,66,61
234,male,none,never,school_bus,< 5,58,59,50
235,male,completed,sometimes,school_bus,5 - 10,82,77,78
236,male,none,regularly,school_bus,5 - 10,82,69,64
237,male,none,never,private,5 - 10,95,88,84
238,female,none,sometimes,school_bus,,95,92,86
241,male,none,regularly,private,> 10,39,40,40
242,male,none,regularly,,5 - 10,60,55,53
243,male,none,regularly,private,> 10,88,78,74
244,female,none,regularly,private,5 - 10,57,59,68
245,female,completed,sometimes,private,> 10,71,90,90
246,female,none,regularly,private,5 - 10,74,87,92
247,female,none,sometimes,private,< 5,61,65,67
248,male,none,sometimes,school_bus,< 5,77,73,69
249,female,none,sometimes,school_bus,< 5,71,80,80
250,male,completed,sometimes,school_bus,5 - 10,66,54,62
251,male,none,never,private,< 5,72,76,72
253,female,none,sometimes,private,5 - 10,48,53,53
254,male,none,never,school_bus,< 5,68,69,62
255,male,none,sometimes,private,> 10,65,56,53
256,male,none,regularly,private,< 5,80,77,74
257,male,completed,regularly,private,5 - 10,87,76,77
258,female,completed,sometimes,,5 - 10,45,60,59
260,male,none,never,private,5 - 10,78,71,67
261,male,none,regularly,school_bus,5 - 10,59,60,55
262,male,none,sometimes,school_bus,< 5,77,84,76
263,male,completed,sometimes,,5 - 10,55,53,51
264,male,completed,sometimes,school_bus,5 - 10,57,52,56
265,female,none,sometimes,,5 - 10,39,60,63
266,female,none,never,private,,37,47,44
267,male,none,sometimes,,,79,80,75
268,female,none,sometimes,school_bus,< 5,59,79,71
269,male,completed,regularly,private,5 - 10,92,90,84
270,female,completed,regularly,private,5 - 10,61,70,74
271,male,completed,regularly,school_bus,< 5,78,69,73
272,male,none,,school_bus,5 - 10,55,58,53
273,female,none,never,school_bus,< 5,49,62,62
274,female,completed,sometimes,private,> 10,73,87,89
275,female,completed,sometimes,school_bus,< 5,31,50,48
276,female,completed,sometimes,school_bus,> 10,84,96,93
277,female,none,regularly,private,< 5,65,79,78
278,female,none,,private,5 - 10,92,83,84
279,female,,sometimes,,5 - 10,51,64,57
280,male,none,regularly,school_bus,,76,65,59
281,female,none,sometimes,private,,58,71,62
282,male,completed,never,private,5 - 10,86,90,86
283,male,none,regularly,school_bus,5 - 10,76,73,69
284,male,,regularly,school_bus,5 - 10,56,55,49
285,male,none,never,school_bus,> 10,76,65,65
286,female,completed,sometimes,private,5 - 10,93,98,94
287,female,none,sometimes,private,5 - 10,38,54,41
288,female,none,sometimes,private,> 10,48,65,73
289,female,none,sometimes,school_bus,< 5,34,36,34
290,female,none,regularly,private,5 - 10,50,54,58
291,female,completed,never,private,< 5,33,54,54
292,male,none,never,school_bus,5 - 10,69,68,60
293,female,none,sometimes,school_bus,< 5,54,67,64
294,female,none,never,school_bus,5 - 10,80,84,88
295,female,completed,sometimes,school_bus,> 10,59,72,72
296,male,none,sometimes,private,5 - 10,90,92,97
297,male,none,regularly,,5 - 10,67,49,50
298,female,none,regularly,school_bus,5 - 10,83,86,83
299,female,none,sometimes,private,5 - 10,67,80,81
300,male,none,sometimes,school_bus,5 - 10,58,60,47
301,female,completed,sometimes,private,5 - 10,12,43,40
302,female,completed,regularly,school_bus,5 - 10,43,60,69
303,male,none,regularly,school_bus,5 - 10,66,59,59
304,female,none,sometimes,private,,54,66,60
305,male,none,never,school_bus,5 - 10,65,59,62
306,male,,regularly,school_bus,5 - 10,51,43,47
307,female,none,regularly,private,< 5,44,53,53
308,female,none,sometimes,school_bus,< 5,62,69,67
309,male,completed,never,private,5 - 10,80,83,80
310,male,none,regularly,school_bus,5 - 10,74,76,74
311,female,none,sometimes,private,< 5,56,72,70
312,female,none,sometimes,school_bus,> 10,73,78,78
313,female,completed,regularly,private,< 5,74,73,81
314,female,none,sometimes,school_bus,5 - 10,63,83,79
315,female,completed,sometimes,private,> 10,55,65,66
316,female,none,regularly,school_bus,< 5,49,66,61
317,female,completed,sometimes,school_bus,> 10,72,75,80
318,male,completed,regularly,private,5 - 10,84,84,85
319,male,completed,regularly,school_bus,< 5,58,64,57
320,male,none,regularly,private,5 - 10,60,72,64
321,male,none,regularly,school_bus,5 - 10,71,62,56
322,female,none,regularly,school_bus,5 - 10,69,74,73
323,female,none,never,school_bus,5 - 10,42,43,47
324,female,none,regularly,private,< 5,80,96,93
326,male,completed,never,school_bus,< 5,75,65,68
327,male,none,never,school_bus,> 10,82,76,69
329,male,completed,sometimes,school_bus,5 - 10,96,99,95
330,male,none,sometimes,school_bus,5 - 10,76,66,70
331,female,none,regularly,school_bus,5 - 10,54,56,56
332,male,none,regularly,school_bus,< 5,65,66,64
333,male,none,sometimes,school_bus,> 10,74,82,70
